no,page,supplier_agent,supplier_valid_until,product_materials,product_type,classification,brand,attachment_urls,source_url
224,7,"PEMBINAAN JADIRIA SDN BHD Lot 9-2 11-2, 2nd Floor, Block C, Lintas Square, Jalan Lintas, 88300 Kota Kinabalu, Sabah",28-05-2026,ACTIFLO,B [Water Treatment System],ACTIFLO,VEOLIA,https://water.sabah.gov.my/sites/default/files/uploads/products/22439/jans202458-pembinaan-jadiria-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=7
225,7,"AVK VALVES MANUFACTURING MALAYSIA SDN BHD Lot No.1, Jalan Sungai Chadong 8, Batu 5½ Mile, Jalan Kapar, 42100 Klang, Selangor Darul Ehsan",28-05-2026,VALVE,A [Flow Control],VALVE,AVK,https://water.sabah.gov.my/sites/default/files/uploads/products/22438/jans202457-avk-valves-manufacturing-malaysia-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=7
226,7,"COSMOS INSTRUMENTS SDN BHD Pt 59919, Jalan Kpb 6, Kawasan Perindustrian Kg. Baru Balakong, 43300 Seri Kembangan, Selangor.",28-05-2026,Pump Monitoring System Sensor,B [Water Treatment Equipment],Pump Monitoring System Sensor,IFM,https://water.sabah.gov.my/sites/default/files/uploads/products/22437/jans202456-cosmos-instruments-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=7
227,7,"COSMOS INSTRUMENTS SDN BHD Pt 59919, Jalan Kpb 6, Kawasan Perindustrian Kg. Baru Balakong, 43300 Seri Kembangan, Selangor.",28-05-2026,Pump Monitoring System Power Supply,B [Water Treatment Equipment],Pump Monitoring System Power Supply,IFM,https://water.sabah.gov.my/sites/default/files/uploads/products/22436/jans202455-cosmos-instruments-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=7
228,7,"COSMOS INSTRUMENTS SDN BHD Pt 59919, Jalan Kpb 6, Kawasan Perindustrian Kg. Baru Balakong, 43300 Seri Kembangan, Selangor.",28-05-2026,Pump Monitoring System Connection Fittings and Adapters,B [Water Treatment Equipment],FITTINGS AND ADAPTERS,IFM,https://water.sabah.gov.my/sites/default/files/uploads/products/22435/jans202454-cosmos-instruments-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=7
229,7,"GRUNDFOS PUMPS SDN BHD 7, Jalan Peguam U1/25, Glenmarie Industrial Park, 40150, Shah Alam, Selangor",28-05-2026,ELECTROCHLORINATION SYSTEM,B [Water Treatment Equipment],ELECTROCHLORINATION,GRUNDFOS,https://water.sabah.gov.my/sites/default/files/uploads/products/22434/jans202453-grundfos-pumps-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=7
230,7,"LAKSANA WIBAWA SDN BHD Lot PT 7157, Batu 22 1/2, Mukim Serendah, 48200 Hulu Selangor, Selangor Darul Ehsan",28-05-2026,STEEL PIPES,A [Conveyance of Water],PIPES,LW,https://water.sabah.gov.my/sites/default/files/uploads/products/22433/jans202452-laksana-wibawa-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=7
231,7,"LAKSANA WIBAWA SDN BHD Lot PT 7157, Batu 22 1/2, Mukim Serendah, 48200 Hulu Selangor, Selangor Darul Ehsan",28-05-2026,FITTINGS,A [Conveyance of Water],FITTINGS,LW,https://water.sabah.gov.my/sites/default/files/uploads/products/22432/jans202451-laksana-wibawa-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=7
232,7,"SOLIDIUM (SABAH) SDN BHD NO.31, LORONG 1C, KKIP SELATAN, IZ2 (RFB), 88460 KOTA KINABALU, SABAH",15-03-2026,METERING PUMP,FLOW CONTROL,Pump,MILTON ROY,https://water.sabah.gov.my/sites/default/files/uploads/products/18013/jans202448-solidium-sdn-bhd-kkbis-milton-roy.pdf,https://water.sabah.gov.my/products?page=7
233,7,"KKB INDUSTRIES (SABAH) SDN BHD. NO 11-13, JALAN 1G KKIP SELATAN. LOTS 13, 14 &15 (IZ4) KOTA KINABALU INDUSTRIAL PARK 88460 KOTA KINABALU, SABAH",15-03-2026,MSCL PIPES & SPECIALS,CONVEYANCE OF WATER,PIPE,KKBIS,https://water.sabah.gov.my/sites/default/files/uploads/products/18012/jans202447-kkb-industries-sabah-sdn-bhd-kkbis.pdf,https://water.sabah.gov.my/products?page=7
234,7,"ORIENTAL STEEL PIPE SDN BHD Lot 3, Lorong Sungai Chandong, Taman Perindustrian Pulau Indah, 42009 Pelabuhan Klang, Selangor Darul Ehsan",15-03-2026,STEEL PIPE SPECIALS,CONVEYANCE OF WATER,PIPE,ORIENTAL STEEL PIPE,https://water.sabah.gov.my/sites/default/files/uploads/products/18011/jans202446b-oriental-steel-pipe-sdn-bhd-oriental-steel-pipe.pdf,https://water.sabah.gov.my/products?page=7
235,7,"ORIENTAL STEEL PIPE SDN BHD Lot 3, Lorong Sungai Chandong, Taman Perindustrian Pulau Indah, 42009 Pelabuhan Klang, Selangor Darul Ehsan",15-03-2026,STEEL PIPE,CONVEYANCE OF WATER,PIPE,OSP,https://water.sabah.gov.my/sites/default/files/uploads/products/18010/jans202446a-oriental-steel-pipe-sdn-bhd-osp.pdf,https://water.sabah.gov.my/products?page=7
236,7,"WEIDA RESOURCES SDN BHD Lot 57, SEDCO Light Industrial Estate, Lok Kawi, 88801, Kota Kinabalu, Sabah",15-03-2026,POLYETHYLENE (PE/ HDPE) WATER TANK,STORAGE OF WATER,TANK,POLYSTOR,https://water.sabah.gov.my/sites/default/files/uploads/products/18009/jans202445-weida-resources-sdn-bhd-polystor.pdf,https://water.sabah.gov.my/products?page=7
237,7,"WEIDA RESOURCES SDN BHD Lot 57, SEDCO Light Industrial Estate, Lok Kawi, 88801, Kota Kinabalu, Sabah",15-03-2026,POLYETHYLENE (HDPE) PIPE,CONVEYANCE OF WATER,PIPE,WEIDALINE,https://water.sabah.gov.my/sites/default/files/uploads/products/18008/jans202444-weida-resources-sdn-bhd-weidaline.pdf,https://water.sabah.gov.my/products?page=7
238,7,"POLYWARE SDN BHD 7, Jalan Zarib 1, Zarib Industrial Park, 31500 Ipoh, Perak",15-03-2026,POLYETHYELENE (PE) PIPES,CONVEYANCE OF WATER,PIPES,POLYFUSE,https://water.sabah.gov.my/sites/default/files/uploads/products/18007/jans202443-polyware-sdn-bhd-polyfuse.pdf,https://water.sabah.gov.my/products?page=7
239,7,"LESSO MALAYSIA INDUSTRIES SDN BHD Lot 10072, Persiaran Mahogani Utama 2, Seksyen 4, Bandar Utama Batang Kali, 44300 Selangor, Malaysia",15-03-2026,MULTI-LAYER uPVC PIPES,CONVEYANCE OF WATER,PIPES,PALING HYDROTECH MS3,https://water.sabah.gov.my/sites/default/files/uploads/products/18006/jans202442-lesso-malaysia-industries-sdn-bhd-paling-hydrotech-ms3.pdf,https://water.sabah.gov.my/products?page=7
240,7,"ALPINE PIPE MANUFACTURING SDN BHD LOT 6085, JALAN HAJI ABDUL MANAN, BATU 5½, JALAN MERU, 41050 KLANG, SELANGOR",15-03-2026,MSCL PIPES & FITTINGS,CONVEYANCE OF WATER,PIPES & FITTINGS,"ALPINE PIPE, ALPINE PIPE.COM",https://water.sabah.gov.my/sites/default/files/uploads/products/18005/jans202441-alpine-pipe-manufacturing-sdn-bhd-alpine-pipe-alpine-pipecom.pdf,https://water.sabah.gov.my/products?page=7
241,8,"SVM WATER CONTROLS SDN BHD No.6, Jalan MJ4 (PSJ 1/14), Medan Maju Jaya Batu 7, Jalan Klang Lama, 46200 Petaling Jaya, Selangor",15-03-2026,VALVES,FLOW CONTROL,VALVE,SINGER,https://water.sabah.gov.my/sites/default/files/uploads/products/18004/jans202440a-svm-water-control-sdn-bhd-singer.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/18004/jans202440b-svm-water-control-sdn-bhd-singer.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/18004/jans202440a-svm-water-control-sdn-bhd-singer.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/18004/jans202440b-svm-water-control-sdn-bhd-singer.pdf,https://water.sabah.gov.my/products?page=8
242,8,"MEC RESOURCES SDN BHD No 12-3, Lot 70, 3rd Floor, Block I, Lintas Square, Jalan Lintas 88300 Kota Kinabalu, Sabah",15-03-2026,TANK,STORAGE OF  WATER,TANK,PERMASTORE,https://water.sabah.gov.my/sites/default/files/uploads/products/18003/jans202439-mec-resources-sdn-bhd-permastore.pdf,https://water.sabah.gov.my/products?page=8
243,8,"MTL CONTROL VALVES SDN BHD No.14, Jalan P4/5 Bandar Teknologi Kajang, 43500 Semenyih Selangor",15-03-2026,CONTROL VALVE,FLOW CONTROL,VALVE,AFC,https://water.sabah.gov.my/sites/default/files/uploads/products/18002/jans202438-mtl-control-valves-sdn-bhd-mtl.pdf,https://water.sabah.gov.my/products?page=8
244,8,"CEW SIN PLASTIC PIPE SDN BHD Lot 305010, Jalan Chepor 11/10, Pusat Industri Seramik Fasa 2, Chepor, 31200 Chemor, Perak Darul Ridzuan",15-03-2026,UPVC PIPE,CONVEYANCE OF WATER,PIPE,CS,https://water.sabah.gov.my/sites/default/files/uploads/products/18001/jans202437-cew-sin-plastics-sdn-bhd-cs.pdf,https://water.sabah.gov.my/products?page=8
245,8,"TPLI INDUSTRIES SDN BHD. PLOT 30-32, JALAN LOGAM 1, KAWASAN PERINDUSTRIAN KAMUNTING III, 34600 KAMUNTING, PERAK",15-03-2026,DUCTILE IRON (DI) FITTINGS,CONVEYANCE OF WATER,FITTINGS,"AVA, TPLI",https://water.sabah.gov.my/sites/default/files/uploads/products/18000/jans202436-tpli-industries-sdn-bhd-ava-tpli.pdf,https://water.sabah.gov.my/products?page=8
246,8,"TPLI INDUSTRIES SDN BHD. PLOT 30-32, JALAN LOGAM 1, KAWASAN PERINDUSTRIAN KAMUNTING III, 34600 KAMUNTING, PERAK",15-03-2026,DUCTILE IRON (DI) PIPE,CONVEYANCE OF WATER,PIPE,TPLI,https://water.sabah.gov.my/sites/default/files/uploads/products/17999/jans202435-tpli-industries-sdn-bhd-tpli.pdf,https://water.sabah.gov.my/products?page=8
247,8,"TPLI INDUSTRIES SDN BHD. PLOT 30-32, JALAN LOGAM 1, KAWASAN PERINDUSTRIAN KAMUNTING III, 34600 KAMUNTING, PERAK",15-03-2026,FITTINGS,CONVEYANCE OF WATER,FITTINGS,AVA,https://water.sabah.gov.my/sites/default/files/uploads/products/17998/jans202434-tpli-industries-sdn-bhd-ava.pdf,https://water.sabah.gov.my/products?page=8
248,8,"TPLI INDUSTRIES SDN BHD. PLOT 30-32, JALAN LOGAM 1, KAWASAN PERINDUSTRIAN KAMUNTING III, 34600 KAMUNTING, PERAK",15-03-2026,VALVE,FLOW CONTROL,VALVE,AVA,https://water.sabah.gov.my/sites/default/files/uploads/products/17997/jans202432-tpli-industries-sdn-bhd-ava.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/17997/jans202433-tpli-industries-sdn-bhd-ava.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/17997/jans202432-tpli-industries-sdn-bhd-ava.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/17997/jans202433-tpli-industries-sdn-bhd-ava.pdf,https://water.sabah.gov.my/products?page=8
249,8,"STEELWORKS ENGINEERING SDN BHD LOT 3, JALAN CJ5, KAWASAN PERINDUSTRIAN CHERAS JAYA, BALAKONG, 43200 SELANGOR DARUL EHSAN",15-03-2026,STAINLESS STEEL SECTIONAL PANEL TANK,STORAGE OF  WATER,TANK,SUNNIK,https://water.sabah.gov.my/sites/default/files/uploads/products/17996/jans202431-steelworks-engineering-sdn-bhd-sunnik.pdf,https://water.sabah.gov.my/products?page=8
250,8,"TAN TIMUR STAINLESS STEEL DAN COPPER SDN BHD Plot 397, Lorong Perusahaan 8, Perai Industrial Estate, 13600 Prai, Pulau Pinang",15-03-2026,WELDED AUSTENITIC STAINLESS STEEL PIPES,CONVEYANCE OF WATER,PIPE,TT,https://water.sabah.gov.my/sites/default/files/uploads/products/17995/jans202430-tan-timur-stainless-steel-dan-copper-sdn-bhd-tt.pdf,https://water.sabah.gov.my/products?page=8
251,8,"BESI ASIA ENGINEERING WORKS SDN BHD Lot 11, Sedco Likas Industrial Estate, Jalan Kelombong Batu 5½, Jalan Tuaran Inanam, P.O. Box 11746, 88819 Kota Kinabalu, Sabah",15-03-2026,MSCL PIPES & SPECIALS,FLOW CONTROL CONVEYANCE OF WATER,PIPES & SPECIALS,BAE,https://water.sabah.gov.my/sites/default/files/uploads/products/17994/jans202429-besi-asia-engineering-works-sdn-bhd-bae.pdf,https://water.sabah.gov.my/products?page=8
252,8,"PIPECO TANKS MALAYSIA SDN BHD Lot 3, Lorong 2/1, Solok Sultan Hishamuddin 1, Kawasan Perusahaan Selat Klang Utara, 42000, Pelabuhan Klang, Selangor",15-03-2026,STAINLESS STEEL WATER TANK,STORAGE OF  WATER,TANK,PIPECO,https://water.sabah.gov.my/sites/default/files/uploads/products/17992/jans202428-pipeco-tanks-malaysia-sdn-bhd-pipeco.pdf,https://water.sabah.gov.my/products?page=8
253,8,"KANZEN TETSU SDN BHD Lot 6109, Jalan Haji Salleh, Off Jalan Meru 5½ Miles, 41050 Klang, Selangor Darul Ehsan",15-03-2026,PIPE,CONVEYANCE OF WATER,PIPE,KANZEN TETSU,https://water.sabah.gov.my/sites/default/files/uploads/products/17991/jans202427-kanzen-tetsu-sdn-bhd-kanzen-tetsu.pdf,https://water.sabah.gov.my/products?page=8
254,8,"LIPP ENGINEERING SDN BHD 7, Jalan Astaka U8/88A, Seksyen U8, Taman Perindustrian Bukit Jelutong, 40150 Shah Alam, Selangor",15-03-2026,TANK,STORAGE OF  WATER,TANK,LIPP SPIRAL WELDED TANK,https://water.sabah.gov.my/sites/default/files/uploads/products/17990/jans202426-lipp-engineering-sdn-bhd-lipp.pdf,https://water.sabah.gov.my/products?page=8
255,8,"GLOBAL TANKCOM SDN BHD Suite 2-7-5, No.2, 7th Floor, Wisma Manjalara, Jalan 7A/62A, Bandar Manjalara, 52200 Kuala Lumpur, Wilayah Persekutuan",15-03-2026,GLASS FUSED STEEL BOLTED TANK,STORAGE OF  WATER,TANK,YHR,https://water.sabah.gov.my/sites/default/files/uploads/products/17989/jans202425-global-tankcom-sdn-bhd-yhr.pdf,https://water.sabah.gov.my/products?page=8
256,8,"GREENDEX SDN BHD E-3A-08, SIME DARBY OASIS SQUARE, NO.2 JALAN PJU 1A/7A, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR",15-03-2026,ELECTRO CHLORINATION SYSTEM - BRINE,WATER TREATMENT SYSTEM,ELECTROCHLORINATION,CLORTEC,https://water.sabah.gov.my/sites/default/files/uploads/products/17988/jans202424-greendex-sdn-bhd-clortec.pdf,https://water.sabah.gov.my/products?page=8
257,8,"GREENDEX SDN BHD E-3A-08, SIME DARBY OASIS SQUARE, NO.2 JALAN PJU 1A/7A, ARA DAMANSARA, 47301, PETALING JAYA SELANGOR",15-03-2026,CHLORINATION DISINFECTANT SYSTEM,WATER TREATMENT SYSTEM,OTHERS,CAPITAL CONTROLS,https://water.sabah.gov.my/sites/default/files/uploads/products/17987/jans202423-greendex-sdn-bhd-capital-controls.pdf,https://water.sabah.gov.my/products?page=8
258,8,"KBT PUMPS (MALAYSIA) SDN BHD 1306, Amcorp Tower, Amcorp Trade Center, 18, Jalan Persiaran Barat, 46050 Petaling Jaya, Selangor Darul Ehsan",15-03-2026,CENTRIFUGAL PUMP,FLOW CONTROL,Pump,KUBOTA,https://water.sabah.gov.my/sites/default/files/uploads/products/17986/jans202422-kbt-pumps-malaysia-sdn-bhd-kubota.pdf,https://water.sabah.gov.my/products?page=8
259,8,"VAG-VALVES MALAYSIA SDN BHD L.5.09, Level 5 Wisma BU8, No. 11 Lebuh Bandar Utama, Bandar Utama PJU 6, 47800 Petaling Jaya, Selangor Darul Ehsan",15-03-2026,VALVES,FLOW CONTROL,VALVES,VAG,https://water.sabah.gov.my/sites/default/files/uploads/products/17985/jans202421-vag-valves-sdn-bhd-vag.pdf,https://water.sabah.gov.my/products?page=8
260,8,"STARTECH CONTROL TECHNOLOGY SDN BHD 5, JALAN ANGGERIK MOKARA 31/J, KOTA KEMUNING 40460 SHAH ALAM , SELANGOR",15-03-2026,MOTORISED ACTUATOR,Instrumentation and Control,Motorised Actuator,HURKO,https://water.sabah.gov.my/sites/default/files/uploads/products/17984/jans202420-startech-sdn-bhd-hurko.pdf,https://water.sabah.gov.my/products?page=8
261,8,"Excel Pipes Sdn Bhd 8th Floor, Syed Kechik Foundation Building, Jalan kapas, 59100 Bangsar, Kuala Lumpur",15-03-2026,GLASS REINFORCED PLASTIC (GRP) PIPES & FITTINGS,CONVEYANCE OF WATER,PIPES & FITTINGS,FARATEC,https://water.sabah.gov.my/sites/default/files/uploads/products/17983/jans202419-excel-pipes-sdn-bhd-faratec.pdf,https://water.sabah.gov.my/products?page=8
262,8,"Chin Lean Plastic Factory Sdn Bhd Lot 5005, Jalan Chui Chak,36700 Langkap, Perak",15-03-2026,Polyethylene (PE) Pipe,CONVEYANCE OF WATER,PIPE,CL & CHIN LEAN,https://water.sabah.gov.my/sites/default/files/uploads/products/17982/jans202418-chin-lean-plastic-factory-sdn-bhd-cl-chin-lean.pdf,https://water.sabah.gov.my/products?page=8
263,8,"Chin Lean Plastic Factory Sdn Bhd Lot 5005, Jalan Chui Chak,36700 Langkap, Perak",15-03-2026,UNPLASTICIZED POLYVINYL CHLORIDE (UPVC) PIPE,CONVEYANCE OF WATER,PIPE,CL & CHIN LEAN,https://water.sabah.gov.my/sites/default/files/uploads/products/17981/jans202417-chin-lean-plastic-factory-sdn-bhd-cl-chin-lean.pdf,https://water.sabah.gov.my/products?page=8
264,8,"Dryco Filtration Sdn Bhd 8, Jalan TPP 5/1, Taman Perindustrian Puchong, 47100 Puchong, Selangor",15-03-2026,CENTRIFUGAL PUMP,FLOW CONTROL,Pump,CLYDE UNION PUMPS,https://water.sabah.gov.my/sites/default/files/uploads/products/17980/jans202416-dryco-filtration-clyde-unions-pumps.pdf,https://water.sabah.gov.my/products?page=8
265,8,"Ate Synergy Sdn Bhd Lot 2, 1st Floor, Bangunan Seri Damai, Lorong Nibung 1A, Off Jalan Kolam, Luyang, 88300 Kota Kinabalu, Sabah.",15-03-2026,ELECTRIC STORAGE WATER HEATER,OTHERS,WATER HEATER,THETA,https://water.sabah.gov.my/sites/default/files/uploads/products/17979/jans202415-ate-energy-sdn-bhd-theta.pdf,https://water.sabah.gov.my/products?page=8
266,8,"Ate Synergy Sdn Bhd Lot 2, 1st Floor, Bangunan Seri Damai, Lorong Nibung 1A, Off Jalan Kolam, Luyang, 88300 Kota Kinabalu, Sabah.",15-03-2026,CENTRIFUGAL PUMP,FLOW CONTROL,Pump,B.G. REICH,https://water.sabah.gov.my/sites/default/files/uploads/products/17978/jans202414-ate-energy-sdn-bhd-bg-reich.pdf,https://water.sabah.gov.my/products?page=8
267,8,"TOMHER SDN BHD Mile 16.5, Jalan Bukit Giling, Off Jalan Tuaran Lama, Telipok, 89200 Tuaran, Sabah.",15-03-2026,POLYETHYLENE (PE/HDPE) PIPE,CONVEYANCE OF WATER,PIPE,TOMHER,https://water.sabah.gov.my/sites/default/files/uploads/products/17957/jans202401-tomher-sdn-bhd-tomher.pdf,https://water.sabah.gov.my/products?page=8
